provisional_work_key,representative_title,catalog_ids,missing_or_conflicting_roles,current_values,candidate_companies,best_confidence,conflict_reason,catalog_entry_count,company_game_impact,source_urls,recommended_next_research,priority
infamous first light,Infamous First Light,ps4-infamous-first-light,developer | physical_publisher,developer=Sucker Punch; physical_publisher=(empty),Sony Interactive Entertainment [sony-interactive-entertainment] | Sucker Punch Productions [sucker-punch-productions] | Sucker Punch [sucker-punch],HIGH,HIGH_REPLACEMENT_CONFLICT | MISSING_PHYSICAL_PUBLISHER,2,sony-interactive-entertainment:424 | sucker-punch-productions:11 | sucker-punch:8,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/22941 | https://store.playstation.com/es-es/product/EP9000-CUSA00897_00-FIRSTLIGHTSHIP00 | https://www.pricecharting.com/game/pal-playstation-4/infamous-first-light,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
kholat,Kholat,ps4-kholat,developer | physical_publisher,developer=1MGN.PRO; physical_publisher=1MGN.PRO,1MGN.PRO [1mgn-pro] | IMGN.Pro [imgn-pro],HIGH,HIGH_REPLACEMENT_CONFLICT,1,1mgn-pro:1 | imgn-pro:3,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP1546-CUSA04252_00-KHOLATGAME000000 | https://store.steampowered.com/app/343710 | https://www.pricecharting.com/game/pal-playstation-4/kholat,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
killing floor 2,Killing Floor 2,ps4-killing-floor-2,developer | physical_publisher,"developer=Tripwire Interactive, Saber Interactive, Hardsuit Labs, Inc; physical_publisher=Tripwire Interactive",Hardsuit Labs Inc [unresolved] | Iceberg Interactive [iceberg-interactive] | Saber Interactive Inc [saber-interactive] | Tripwire Interactive [tripwire-interactive],HIGH,HIGH_REPLACEMENT_CONFLICT,1,iceberg-interactive:2 | saber-interactive:15 | tripwire-interactive:5,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/148139 | https://store.playstation.com/es-es/product/EP0114-CUSA05179_00-KFGAME0000000001 | https://store.steampowered.com/app/232090 | https://www.pricecharting.com/game/pal-playstation-4/killing-floor-2 | https://www.wikidata.org/wiki/Q16989070,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
knack,Knack,ps4-knack,developer | physical_publisher,developer=SCE Japan Studio; physical_publisher=Sony Computer Entertainment,Cerny Games [unresolved] | JAPAN Studio [japan-studio] | Sony Computer Entertainment Europe [unresolved] | Sony Computer Entertainment Japan [unresolved] | Sony Interactive Entertainment [sony-interactive-entertainment],HIGH,HIGH_REPLACEMENT_CONFLICT | COMPANY_ENTITY_UNRESOLVED,2,japan-studio:13 | sony-interactive-entertainment:424,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/17445 | https://store.playstation.com/es-es/product/EP9000-CUSA00202_00-KNACK00000000000 | https://www.pricecharting.com/game/pal-playstation-4/knack | https://www.wikidata.org/wiki/Q5102494,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
kowloon high school chronicle,Kowloon High-School Chronicle,ps4-kowloon-high-school-chronicle,developer | physical_publisher,"developer=Shout! Design Works, Toybox; physical_publisher=PQube",PQube Ltd. [pqube] | Shout! Design Works [unresolved] | ToyBox inc. [toybox-inc],HIGH,HIGH_REPLACEMENT_CONFLICT | COMPOSITE_CREDIT | IDENTIFIER_OR_TITLE_CONFLICT,2,pqube:90 | toybox-inc:1,https://store.playstation.com/es-es/product/EP4293-CUSA27034_00-KOWLOON0000EU010 | https://store.steampowered.com/app/1053390 | https://www.pricecharting.com/game/pal-playstation-4/kowloon-high-school-chronicle,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
lego batman 3 beyond gotham,LEGO Batman 3: Beyond Gotham [Blu-Ray & Minifigure Edition],ps4-lego-batman-3-beyond-gotham-blu-ray-&amp;-minifigure-edition,developer | physical_publisher,developer=Traveller’s Tales; physical_publisher=Warner Bros. Interactive Entertainment,Feral Interactive [unresolved] | TT Games Ltd [tt-games] | Traveller's Tales (UK) [unresolved] | Traveller’s Tales [unresolved] | WB Games [wb-games] | Warner Bros. Interactive Entertainment [warner-bros-interactive-entertainment],HIGH,HIGH_REPLACEMENT_CONFLICT,4,tt-games:106 | warner-bros-interactive-entertainment:89 | wb-games:87,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/23993 | https://store.playstation.com/es-es/product/EP1018-CUSA00579_00-LEGOBATMANTHREE0 | https://store.steampowered.com/app/313690 | https://www.pricecharting.com/game/pal-playstation-4/lego-batman-3-beyond-gotham-blu-ray-&-minifigure-edition | https://www.wikidata.org/wiki/Q17007953,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
lego ninjago movie,LEGO Ninjago Movie,ps4-lego-ninjago-movie,developer | physical_publisher,developer=TT Games; physical_publisher=WB Games,TT Games Ltd [tt-games] | Warner Bros. Interactive Entertainment [warner-bros-interactive-entertainment],HIGH,HIGH_REPLACEMENT_CONFLICT | IDENTIFIER_OR_TITLE_CONFLICT,1,tt-games:106 | warner-bros-interactive-entertainment:89,https://store.playstation.com/es-es/product/EP1018-CUSA07744_00-LEGONINJAGOMOVIE | https://www.pricecharting.com/game/pal-playstation-4/lego-ninjago-movie,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
lego star wars the force awakens,LEGO Star Wars: The Force Awakens [Plush Edition],ps4-lego-star-wars-the-force-awakens-plush-edition,developer | physical_publisher,developer=TT Games; physical_publisher=WB Games,Feral Interactive (Mac) [unresolved] | TT Fusion [tt-fusion] | TT Games Ltd [tt-games] | Traveller's Tales [unresolved] | WB Games [wb-games] | Warner Bros. Interactive Entertainment [warner-bros-interactive-entertainment],HIGH,HIGH_REPLACEMENT_CONFLICT,5,tt-fusion:11 | tt-games:106 | warner-bros-interactive-entertainment:89 | wb-games:87,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP1018-CUSA03397_00-LEGOFORCEAWAKENS | https://store.steampowered.com/app/438640 | https://www.pricecharting.com/game/pal-playstation-4/lego-star-wars-the-force-awakens-plush-edition | https://www.wikidata.org/wiki/Q22570384,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
lego star wars the skywalker saga,Lego Star Wars The Skywalker Saga [Galactic Edition],ps4-lego-star-wars-the-skywalker-saga-galactic-edition,developer | physical_publisher,developer=TT Games; physical_publisher=WB Games,TT Games Ltd [tt-games] | Traveller's Tales [unresolved] | WB Games [wb-games] | Warner Bros. Interactive Entertainment [warner-bros-interactive-entertainment],HIGH,HIGH_REPLACEMENT_CONFLICT,3,tt-games:106 | warner-bros-interactive-entertainment:89 | wb-games:87,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473415 | https://store.playstation.com/es-es/product/EP1018-CUSA13793_00-LEGOSWTSS0000000 | https://store.steampowered.com/app/920210 | https://www.pricecharting.com/game/pal-playstation-4/lego-star-wars-the-skywalker-saga-galactic-edition,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
leisure suit larry wet dreams don t dry,Leisure Suit Larry: Wet Dreams Don't Dry,ps4-leisure-suit-larry-wet-dreams-don%27t-dry,developer | physical_publisher,developer=Assemble; physical_publisher=Assemble,Assemble Entertainment [assemble-entertainment] | Assemble [assemble] | CrazyBunch [crazybunch],HIGH,HIGH_REPLACEMENT_CONFLICT,1,assemble-entertainment:1 | assemble:1 | crazybunch:2,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP5470-CUSA14458_00-LEISURESUITLARRY | https://store.steampowered.com/app/765870 | https://www.pricecharting.com/game/pal-playstation-4/leisure-suit-larry-wet-dreams-don%27t-dry | https://www.wikidata.org/wiki/Q55393049,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
like a dragon infinite wealth,Like a Dragon: Infinite Wealth,ps4-like-a-dragon-infinite-wealth,developer | physical_publisher,developer=Ryuu ga Gotoku Studio; physical_publisher=Sega,Ryu Ga Gotoku Studio [ryu-ga-gotoku-studio] | Sega [sega],HIGH,HIGH_REPLACEMENT_CONFLICT,1,ryu-ga-gotoku-studio:36 | sega:2208,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0177-CUSA32137_00-LIKEADRAGON80000 | https://store.steampowered.com/app/2072450 | https://www.pricecharting.com/game/pal-playstation-4/like-a-dragon-infinite-wealth | https://www.wikidata.org/wiki/Q116980062,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
like a dragon ishin,Like a Dragon: Ishin,ps4-like-a-dragon-ishin,developer | physical_publisher,developer=Ryuu ga Gotoku Studio; physical_publisher=Sega,Ryu Ga Gotoku Studio [ryu-ga-gotoku-studio] | RyÅ« ga Gotoku Studio [unresolved] | Sega [sega],HIGH,HIGH_REPLACEMENT_CONFLICT,1,ryu-ga-gotoku-studio:36 | sega:2208,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP0177-CUSA32174_00-ISHIN00000000000 | https://store.steampowered.com/app/1805480 | https://www.pricecharting.com/game/pal-playstation-4/like-a-dragon-ishin | https://www.wikidata.org/wiki/Q113961026,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
little town hero,Little Town Hero [Big Idea Edition],ps4-little-town-hero-big-idea-edition,developer | physical_publisher,developer=GameFreak; physical_publisher=(empty),Game Freak [game-freak] | GameFreak [gamefreak] | NIS America [unresolved],HIGH,HIGH_REPLACEMENT_CONFLICT | MISSING_PHYSICAL_PUBLISHER,1,game-freak:34 | gamefreak:3,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/475897 | https://store.playstation.com/es-es/product/EP1063-CUSA18802_00-LITTLETOWNHERO00 | https://store.steampowered.com/app/1183510 | https://www.pricecharting.com/game/pal-playstation-4/little-town-hero-big-idea-edition | https://www.wikidata.org/wiki/Q67138302,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
maneater,Maneater,ps4-maneater,developer | physical_publisher,developer=Blindside Interactive; physical_publisher=Tripwire Interactive,Blindside Interactive [blindside-interactive] | Deep SIlver [deep-silver] | Tripwire Interactive [tripwire-interactive],HIGH,HIGH_REPLACEMENT_CONFLICT,3,blindside-interactive:2 | deep-silver:103 | tripwire-interactive:5,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473488 | https://store.playstation.com/es-es/product/EP0114-CUSA14538_00-MANEATER00000001 | https://store.steampowered.com/app/629820 | https://www.pricecharting.com/game/pal-playstation-4/maneater | https://www.wikidata.org/wiki/Q62393478,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
metal gear solid v the phantom pain,Metal Gear Solid V The Phantom Pain,ps4-metal-gear-solid-v-the-phantom-pain,developer | physical_publisher,developer=Kojima Productions; physical_publisher=Konami,Kojima Productions [kojima-productions] | Konami Digital Entertainment [konami-digital-entertainment] | Konami [konami],VERY_HIGH,HIGH_REPLACEMENT_CONFLICT,3,kojima-productions:29 | konami-digital-entertainment:65 | konami:647,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/23466 | https://store.playstation.com/es-es/product/EP0101-CUSA01154_00-MAINGAME00000000 | https://store.steampowered.com/app/287700 | https://www.pricecharting.com/game/pal-playstation-4/metal-gear-solid-v-the-phantom-pain,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
metal gear survive,Metal Gear Survive,ps4-metal-gear-survive,developer | physical_publisher,developer=Konami Digital Entertainment; physical_publisher=Konami,Konami Digital Entertainment [konami-digital-entertainment] | Konami [konami],HIGH,HIGH_REPLACEMENT_CONFLICT,1,konami-digital-entertainment:65 | konami:647,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/189693 | https://store.playstation.com/es-es/product/EP0101-CUSA07201_00-MAINGAME00000000 | https://store.steampowered.com/app/543900 | https://www.pricecharting.com/game/pal-playstation-4/metal-gear-survive | https://www.wikidata.org/wiki/Q27534668,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
metal slug xx,Metal Slug XX,ps4-metal-slug-xx,developer | physical_publisher,developer=SNK Playmore; physical_publisher=Atlus,Pix'n love games [unresolved] | SNK Corporation [snk] | SNK Playmore [snk-playmore],HIGH,HIGH_REPLACEMENT_CONFLICT,2,snk-playmore:45 | snk:580,https://gamesdb.launchbox-app.com/games/details/455584 | https://store.playstation.com/es-es/product/EP0576-CUSA11740_00-METALSLUGXX00001 | https://store.steampowered.com/app/975680 | https://www.pricecharting.com/game/pal-playstation-4/metal-slug-xx,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
monster jam steel titans 2,Monster Jam Steel Titans 2,ps4-monster-jam-steel-titans-2,developer | physical_publisher,developer=Rainbow; physical_publisher=(empty),Rainbow Studios [rainbow-studios] | Rainbow [unresolved] | THQ Nordic [unresolved],HIGH,HIGH_REPLACEMENT_CONFLICT | MISSING_PHYSICAL_PUBLISHER,1,rainbow-studios:17,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/476472 | https://store.playstation.com/es-es/product/EP4389-CUSA25600_00-MONSTERJAM2EU000 | https://store.steampowered.com/app/1205480 | https://www.pricecharting.com/game/pal-playstation-4/monster-jam-steel-titans-2 | https://www.wikidata.org/wiki/Q111982646,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
necromunda hired gun,Necromunda: Hired Gun,ps4-necromunda-hired-gun,developer | physical_publisher,developer=Streumon studio; physical_publisher=FOCUS,FOCUS [focus] | Focus Home Interactive [focus-home-interactive] | Streum On Studio [streum-on-studio] | Streumon studio [streumon-studio],HIGH,HIGH_REPLACEMENT_CONFLICT,1,focus-home-interactive:28 | focus:4 | streum-on-studio:2 | streumon-studio:2,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473558 | https://store.playstation.com/es-es/product/EP4133-CUSA25453_00-NECROMUMHIREDGUN | https://store.steampowered.com/app/1222370 | https://www.pricecharting.com/game/pal-playstation-4/necromunda-hired-gun | https://www.wikidata.org/wiki/Q106967650,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
neptunia sisters vs sisters,Neptunia: Sisters VS Sisters,ps4-neptunia-sisters-vs-sisters,developer | physical_publisher,developer=Compile Heart; physical_publisher=Compile Heart,"Compile Heart [unresolved] | Idea Factory Co., Ltd. [idea-factory]",HIGH,HIGH_REPLACEMENT_CONFLICT | COMPANY_ENTITY_UNRESOLVED,2,idea-factory:52,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/473606 | https://store.playstation.com/es-es/product/EP4060-CUSA35730_00-NEPTUNESISTERSVS | https://store.steampowered.com/app/1932160 | https://www.pricecharting.com/game/pal-playstation-4/neptunia-sisters-vs-sisters,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
neptunia x senran kagura ninja wars,Neptunia x Senran Kagura: Ninja Wars,ps4-neptunia-x-senran-kagura-ninja-wars,developer | physical_publisher,developer=Tamsoft; physical_publisher=Compile Heart,"Acquire [acquire] | Compile Heart [unresolved] | Idea Factory Co., Ltd. [idea-factory] | Idea Factory International [unresolved] | Reef Entertainment [reef-entertainment] | Tamsoft Corporation [tamsoft]",HIGH,HIGH_REPLACEMENT_CONFLICT | MULTIPLE_HIGH_COMPANIES,3,acquire:29 | idea-factory:52 | reef-entertainment:13 | tamsoft:44,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/209697 | https://store.playstation.com/es-es/product/EP4060-CUSA29604_00-SENRANNINJANEPEU | https://store.steampowered.com/app/1836860 | https://www.pricecharting.com/game/pal-playstation-4/neptunia-x-senran-kagura-ninja-wars | https://www.wikidata.org/wiki/Q109595592,Contrastar el valor actual y el candidato con una fuente primaria exacta antes de sustituir.,1
